purchasing,purchased,total
N80-N82,C28,1177.18
O84,C28,1833.57
P85,C28,242.04
Q86,C28,488.3
Q87_Q88,C28,362.84
R90-R92,C28,233.85
R93,C28,224.91
S94,C28,92.18
S95,C28,290.08
S96,C28,176.53
T,C28,4.67
U,C28,0
P3,C28,9635.76
P51,C28,170841.56
A01,C29,449.59
A02,C29,73.18
A03,C29,4.72
B,C29,141.32
C10-C12,C29,423.28
C13-C15,C29,140.27
C16,C29,138.82
C17,C29,49.66
C18,C29,35.47
C19,C29,108.79
C20,C29,221.54
C21,C29,21.83
C22,C29,946.52
C23,C29,326.65
C24,C29,399.58
C25,C29,1655.55
C26,C29,936.17
C27,C29,2158.46
C28,C29,12376.66
C29,C29,143919.92
C30,C29,1525.06
C31_C32,C29,633.98
C33,C29,1655.24
D35,C29,338.38
E36,C29,63.29
E37-E39,C29,1029.60
F,C29,1357.10
G45,C29,20904.20
G46,C29,2305.40
G47,C29,869.38
H49,C29,6312.01
H50,C29,41.78
H51,C29,72.16
H52,C29,1097.82
H53,C29,110.97
I,C29,504.77
J58,C29,46.9
J59_J60,C29,52.81
J61,C29,182.32
J62_J63,C29,446.09
K64,C29,175.69
K65,C29,66.63
K66,C29,79.61
L68B,C29,986.53
L68A,C29,48.69
M69_M70,C29,531.44
M71,C29,446.31
M72,C29,1598.02
M73,C29,243.61
M74_M75,C29,189.67
N77,C29,2281.05
N78,C29,109
N79,C29,78.94
N80-N82,C29,992.01
O84,C29,934.96
P85,C29,140.34
Q86,C29,200.12
Q87_Q88,C29,324.1
R90-R92,C29,89.68
R93,C29,248.35
S94,C29,147.87
S95,C29,42.19
S96,C29,52.33
T,C29,1.4
U,C29,0
P3,C29,163345.27
P51,C29,92729.69
A01,C30,78.05
A02,C30,26.81
A03,C30,211.41
B,C30,238.55
C10-C12,C30,47.98
C13-C15,C30,27.77
C16,C30,15.88
C17,C30,8.84
C18,C30,15.82
C19,C30,156.1
C20,C30,37.74
C21,C30,11.18
C22,C30,89.06
C23,C30,32.04
C24,C30,209.5
C25,C30,777.93
C26,C30,576.28
C27,C30,587.15
C28,C30,975.08
C29,C30,538.03
C30,C30,39039.93
C31_C32,C30,241.79
C33,C30,7822.84
D35,C30,72.93
E36,C30,4.11
E37-E39,C30,313.01
F,C30,497.9
G45,C30,309.52
G46,C30,526.09
G47,C30,241.06
H49,C30,1912.30
H50,C30,1531.93
H51,C30,5873.89
H52,C30,900.18
H53,C30,11.26
I,C30,169.41
J58,C30,54.56
J59_J60,C30,31.8
J61,C30,61.11
J62_J63,C30,300.9
K64,C30,22.35
K65,C30,27.7
K66,C30,26.85
L68B,C30,400.72
L68A,C30,11.36
M69_M70,C30,170.33
M71,C30,631.73
M72,C30,1565.66
M73,C30,37.44
M74_M75,C30,96.71
N77,C30,791.72
N78,C30,77.88
N79,C30,108.78
N80-N82,C30,219.95
O84,C30,22693.24
P85,C30,127.69
Q86,C30,497.17
Q87_Q88,C30,84.76
R90-R92,C30,102.64
R93,C30,66.76
S94,C30,63.54
S95,C30,20.48
S96,C30,42.71
T,C30,9.45
U,C30,0
P3,C30,19782.43
P51,C30,63254.37
A01,C31_C32,120.28
A02,C31_C32,27.62
A03,C31_C32,13.09
B,C31_C32,57.52
C10-C12,C31_C32,589.5
C13-C15,C31_C32,405.1
C16,C31_C32,782.32
C17,C31_C32,115.45
C18,C31_C32,370.78
C19,C31_C32,64.93
C20,C31_C32,411.49
C21,C31_C32,340.14
C22,C31_C32,365.49
C23,C31_C32,236.58
C24,C31_C32,363.43
C25,C31_C32,850.58
C26,C31_C32,1928.74
C27,C31_C32,432.95
C28,C31_C32,981.45
C29,C31_C32,1560.94
C30,C31_C32,531.64
C31_C32,C31_C32,11372.79
C33,C31_C32,984.12
D35,C31_C32,622
E36,C31_C32,48.67
E37-E39,C31_C32,295.81
F,C31_C32,3299.90
G45,C31_C32,387.49
G46,C31_C32,1509.19
G47,C31_C32,1032.61
H49,C31_C32,347.93
H50,C31_C32,62.9
H51,C31_C32,135.87
H52,C31_C32,395.2
H53,C31_C32,40.5
I,C31_C32,1320.22
J58,C31_C32,183.27
J59_J60,C31_C32,448.73
J61,C31_C32,540.88
J62_J63,C31_C32,414.21
K64,C31_C32,319.58
K65,C31_C32,149.82
K66,C31_C32,114.66
L68B,C31_C32,834.69
L68A,C31_C32,395.01
M69_M70,C31_C32,543.14
M71,C31_C32,355.53
M72,C31_C32,391.84
M73,C31_C32,318.23
M74_M75,C31_C32,393.21
N77,C31_C32,356.63
N78,C31_C32,123.26
N79,C31_C32,99.71
N80-N82,C31_C32,678.4
O84,C31_C32,1907.38
P85,C31_C32,1099.13
Q86,C31_C32,12396.85
Q87_Q88,C31_C32,1122.98
R90-R92,C31_C32,644.12
R93,C31_C32,658.79
S94,C31_C32,312.99
S95,C31_C32,196.27
S96,C31_C32,166.56
T,C31_C32,6.2
U,C31_C32,0
P3,C31_C32,99956.53
P51,C31_C32,37971.57
A01,C33,2850.02
A02,C33,205.51
A03,C33,179.79
B,C33,3181.48
C10-C12,C33,3605.63
C13-C15,C33,613.56
C16,C33,992.88
C17,C33,1988.24
C18,C33,820.1
C19,C33,1878.77
C20,C33,3135.86
C21,C33,382.21
C22,C33,1197.12
C23,C33,1998.36
C24,C33,4395.12
C25,C33,4993.85
C26,C33,2704.01
C27,C33,3281.12
C28,C33,7943.16
C29,C33,7177.17
C30,C33,7686.30
C31_C32,C33,1405.79
C33,C33,9804.75
D35,C33,5225.49
E36,C33,672.93
E37-E39,C33,1643.47
F,C33,10945.82
G45,C33,2073.68
G46,C33,4811.05
G47,C33,1518.72
H49,C33,4807.28
H50,C33,3337.46
H51,C33,4381.83
H52,C33,2277.32
H53,C33,152.73
I,C33,988.85
J58,C33,528.15
J59_J60,C33,412.56
J61,C33,3781.92
J62_J63,C33,920.83
K64,C33,446.2
K65,C33,135.09
K66,C33,112.62
L68B,C33,3216.50
L68A,C33,1783.21
M69_M70,C33,539.36
M71,C33,863.53
M72,C33,773.04
M73,C33,393.76
M74_M75,C33,392.73
N77,C33,1200.44
N78,C33,221.86
N79,C33,228.57
N80-N82,C33,1167.77
O84,C33,4169.01
P85,C33,485.97
Q86,C33,2256.49
Q87_Q88,C33,570.5
R90-R92,C33,279.84
R93,C33,571.03
S94,C33,108.79
S95,C33,148.82
S96,C33,138.78
T,C33,5.44
U,C33,0
P3,C33,3648.86
P51,C33,72017.57
A01,D35,6620.44
A02,D35,213.44
A03,D35,308.04
B,D35,5851.28
C10-C12,D35,17911.06
C13-C15,D35,4101.78
C16,D35,2853.96
C17,D35,10035.39
C18,D35,1822.04
C19,D35,5344.98
C20,D35,15742.84
C21,D35,2391.80
C22,D35,6254.02
C23,D35,10704.61
C24,D35,14185.07
C25,D35,7983.69
C26,D35,2172.91
C27,D35,3209.90
C28,D35,6044.77
C29,D35,6150.50
C30,D35,1574.37
C31_C32,D35,2331.08
C33,D35,2856.79
D35,D35,162513.49
E36,D35,3236.48
E37-E39,D35,3489.18
F,D35,10564.63
G45,D35,3813.19
G46,D35,13826.59
G47,D35,16984.24
H49,D35,7398.73
H50,D35,246.88
H51,D35,405.1
H52,D35,5084.70
H53,D35,1077.70
I,D35,11579.98
J58,D35,1092.75
J59_J60,D35,2295.23
J61,D35,3632.32
J62_J63,D35,2508.52
K64,D35,2976.39
K65,D35,1004.59
K66,D35,720.37
L68B,D35,8659.09
L68A,D35,4363.09
M69_M70,D35,5112.27
M71,D35,2459.92
M72,D35,1744.48
M73,D35,1331.02
M74_M75,D35,1100.65
N77,D35,2012.95
N78,D35,843.5
N79,D35,326.4
N80-N82,D35,3237.31
O84,D35,12369.39
P85,D35,8163.25
Q86,D35,9699.37
Q87_Q88,D35,3517.38
R90-R92,D35,2336.03
R93,D35,2239.59
S94,D35,1509.50
S95,D35,414.33
S96,D35,2085.22
T,D35,295.25
U,D35,0
P3,D35,201031.98
P51,D35,801.2
A01,E36,1446.30
A02,E36,14.35
A03,E36,27.78
B,E36,153.05
C10-C12,E36,1707.53
C13-C15,E36,302.79
C16,E36,64.09
C17,E36,243.47
C18,E36,62.67
C19,E36,231.25
C20,E36,815.62
C21,E36,147.61
C22,E36,161.46
C23,E36,263.41
C24,E36,378.46
C25,E36,320.31
C26,E36,109.59
C27,E36,120.23
C28,E36,222.8
C29,E36,238.88
C30,E36,79.68
C31_C32,E36,113.04
C33,E36,103.26
D35,E36,1368.17
E36,E36,1789.27
E37-E39,E36,594.63
F,E36,690.42
G45,E36,207.18
G46,E36,935.12
G47,E36,740.05
H49,E36,288.94
H50,E36,83.32
H51,E36,22.73
H52,E36,236.51
H53,E36,46.69
I,E36,1429.06
J58,E36,57.46
J59_J60,E36,335.84
J61,E36,164.35
J62_J63,E36,134.66
K64,E36,153.81
K65,E36,391.46
K66,E36,87.89
L68B,E36,1516.76
L68A,E36,950.61
M69_M70,E36,263.64
M71,E36,124.25
M72,E36,157.26
M73,E36,76.55
M74_M75,E36,65.69
N77,E36,140.64
N78,E36,41.02
N79,E36,40.37
N80-N82,E36,306.73
O84,E36,1828.17
P85,E36,1407.28
Q86,E36,1273.71
Q87_Q88,E36,530.88
R90-R92,E36,247.65
R93,E36,367.95
S94,E36,189.75
S95,E36,21.97
S96,E36,274.21
T,E36,6.88
U,E36,0
P3,E36,26507.22
P51,E36,51.87
A01,E37-E39,1294.97
A02,E37-E39,41.3
A03,E37-E39,22.27
B,E37-E39,525.22
C10-C12,E37-E39,3520.74
C13-C15,E37-E39,1079.98
C16,E37-E39,599.84
C17,E37-E39,2594.68
C18,E37-E39,265.08
C19,E37-E39,805.4
C20,E37-E39,4586.27
C21,E37-E39,1263.66
C22,E37-E39,1414.28
C23,E37-E39,2319.72
C24,E37-E39,17490.51
C25,E37-E39,2062.10
C26,E37-E39,318.62
C27,E37-E39,466.98
C28,E37-E39,976.71
C29,E37-E39,881.83
C30,E37-E39,279.19
C31_C32,E37-E39,489.79
C33,E37-E39,448.01
D35,E37-E39,1970.92
E36,E37-E39,1690.45
E37-E39,E37-E39,25184.94
F,E37-E39,4454.80
G45,E37-E39,1008.83
G46,E37-E39,3827.75
G47,E37-E39,2537.58
H49,E37-E39,1496.15
H50,E37-E39,210.44
H51,E37-E39,201.87
H52,E37-E39,755
H53,E37-E39,185.29
I,E37-E39,2756.15
J58,E37-E39,268.86
J59_J60,E37-E39,316.92
J61,E37-E39,436.34
J62_J63,E37-E39,789.18
K64,E37-E39,380.04
K65,E37-E39,178
K66,E37-E39,215.02
L68B,E37-E39,4464.94
L68A,E37-E39,2680.21
M69_M70,E37-E39,1167.35
M71,E37-E39,694.01
M72,E37-E39,573.48
M73,E37-E39,589.25
M74_M75,E37-E39,407.51
N77,E37-E39,660.72
N78,E37-E39,161.97
N79,E37-E39,126.04
N80-N82,E37-E39,2123.51
O84,E37-E39,12360.02
P85,E37-E39,1348.48
Q86,E37-E39,3345.43
Q87_Q88,E37-E39,858.14
R90-R92,E37-E39,418.1
R93,E37-E39,336.07
S94,E37-E39,435.75
S95,E37-E39,98.85
S96,E37-E39,575.18
T,E37-E39,16.43
U,E37-E39,0
P3,E37-E39,67105.94
P51,E37-E39,-52.74
A01,F,2998.92
A02,F,316.82
A03,F,83.72
B,F,2767.55
C10-C12,F,4161.17
C13-C15,F,1228.62
C16,F,903.86
C17,F,1093.65
C18,F,672.72
C19,F,1919.50
C20,F,2972.81
C21,F,762.43
C22,F,1380.92
C23,F,2419.51
C24,F,2054.70
C25,F,3527.45
C26,F,1004.71
C27,F,1579.15
C28,F,2923.60
C29,F,1781.19
C30,F,1163.33
C31_C32,F,1039.67
C33,F,3515.16
D35,F,13893.09
E36,F,1737.49
E37-E39,F,4717.02
F,F,315189.51
G45,F,2586.94
G46,F,10258.03
G47,F,13487.42
H49,F,5579.95
H50,F,745.11
H51,F,599.86
H52,F,9195.82
H53,F,829.81
I,F,5554.21
J58,F,862.56
J59_J60,F,1780.43
J61,F,4972.17
J62_J63,F,2617.65
K64,F,4928.40
K65,F,3195.16
K66,F,1279.66
L68B,F,58755.47
L68A,F,37423.11
M69_M70,F,3562.84
M71,F,8144.78
M72,F,2090.42
M73,F,1116.39
M74_M75,F,1103.16
N77,F,2259.46
N78,F,948.44
N79,F,556.4
N80-N82,F,4132.89
O84,F,26647.53
P85,F,10522.32
Q86,F,7137.52
Q87_Q88,F,3198.76
R90-R92,F,2517.14
R93,F,1726.96
S94,F,1652.24
S95,F,203.78
S96,F,839.82
T,F,55.78
U,F,0
P3,F,60019.64
P51,F,"1,032,792.33"
A01,G45,2514.95
A02,G45,245.96
A03,G45,46.7
B,G45,406.97
C10-C12,G45,4556.58
C13-C15,G45,550.75
C16,G45,514.1
C17,G45,915.2
C18,G45,337.1
C19,G45,1072.66
C20,G45,1992.03
C21,G45,399.11
C22,G45,951.9
C23,G45,1006.81
C24,G45,1555.89
C25,G45,1678.61
C26,G45,1249.52
C27,G45,1056.49
C28,G45,3642.34
C29,G45,19358.69
C30,G45,791.87
C31_C32,G45,751.93
C33,G45,1064.68
D35,G45,1062.80
E36,G45,208.66
E37-E39,G45,1573.33
F,G45,7033.27
G45,G45,10403.42
G46,G45,6255.59
G47,G45,3825.64
H49,G45,12424.28
H50,G45,348.86
H51,G45,421.1
H52,G45,3327.65
H53,G45,319.42
I,G45,3116.14
J58,G45,629.78
J59_J60,G45,331.79
J61,G45,897.63
J62_J63,G45,1421.83
K64,G45,726.11
K65,G45,643.62
K66,G45,191.69
L68B,G45,1683.14
L68A,G45,504.81
M69_M70,G45,1155.45
M71,G45,662.84
M72,G45,703.66
M73,G45,532.88
M74_M75,G45,366.07
N77,G45,4453.36
N78,G45,233.31
N79,G45,220.04
N80-N82,G45,1308.24
O84,G45,2760.07
P85,G45,1074.88
Q86,G45,2547.34
Q87_Q88,G45,634.11
R90-R92,G45,580.51
R93,G45,431.7
S94,G45,448.15
S95,G45,144.02
S96,G45,267.63
T,G45,7.06
U,G45,0
P3,G45,179278.98
P51,G45,25256.07
A01,G46,16514.17
A02,G46,808.08
A03,G46,448.12
B,G46,2461.44
C10-C12,G46,72138.82
C13-C15,G46,14073.89
C16,G46,6933.40
C17,G46,8025.51
C18,G46,3739.51
C19,G46,13055.94
C20,G46,27232.61
C21,G46,15024.30
C22,G46,12495.19
C23,G46,11370.61
C24,G46,15507.12
C25,G46,18731.46
C26,G46,16815.02
C27,G46,13958.36
C28,G46,25318.16
C29,G46,22834.89
C30,G46,5813.92
C31_C32,G46,12077.55
C33,G46,8454.08
D35,G46,10293.09
E36,G46,724.22
E37-E39,G46,4965.86
F,G46,56670.95
G45,G46,9421.67
G46,G46,58661.84
G47,G46,15426.83
H49,G46,9605.69
H50,G46,1722.28
H51,G46,2884.06
H52,G46,4510.83
H53,G46,506.31
I,G46,30752.32
J58,G46,4471.03
J59_J60,G46,6180.91
J61,G46,6165.58
J62_J63,G46,11354.42
K64,G46,2094.25
K65,G46,822.81
K66,G46,811.23
L68B,G46,6505.34
L68A,G46,1681.19
M69_M70,G46,5062.08
M71,G46,4104.87
M72,G46,3229
M73,G46,4590.15
M74_M75,G46,2099.92
N77,G46,4317.09
N78,G46,819.76
N79,G46,2549.08
N80-N82,G46,5589.37
O84,G46,9803.31
P85,G46,5226.48
Q86,G46,24860.69
Q87_Q88,G46,4375.76
R90-R92,G46,2714.77
R93,G46,1816.65
S94,G46,1399.29
S95,G46,995.86
S96,G46,1680
T,G46,1294.06
U,G46,0
P3,G46,320030.94
P51,G46,63702.14
A01,G47,5324.35
A02,G47,323.64
A03,G47,217.5
B,G47,982.99
C10-C12,G47,20729.15
C13-C15,G47,3597.04
C16,G47,1928.92
C17,G47,1886.25
C18,G47,1210.89
C19,G47,2070.44
C20,G47,6474.64
C21,G47,2914.09
C22,G47,3150.05
C23,G47,2736.11
C24,G47,2532.94
C25,G47,4605.27
C26,G47,3920.94
C27,G47,3401.52
C28,G47,5465.15
C29,G47,7677.80
C30,G47,1732.85
C31_C32,G47,3974.07
C33,G47,2369.62
D35,G47,2959.58
E36,G47,178.78
E37-E39,G47,959.59
F,G47,17427.67
G45,G47,2703.35
G46,G47,5915.03
G47,G47,3659.53
H49,G47,3545.66
H50,G47,393.27
H51,G47,642.99
H52,G47,922.23
H53,G47,204.78
I,G47,11989.94
J58,G47,1282.84
J59_J60,G47,730.23
J61,G47,2385.22
J62_J63,G47,1226.12
K64,G47,637.17
K65,G47,353.12
K66,G47,273.14
L68B,G47,1664.30
L68A,G47,471.68
M69_M70,G47,1273.60
M71,G47,1058.11
M72,G47,1054.81
M73,G47,719.08
M74_M75,G47,638.13
N77,G47,1220.05
N78,G47,262.1
N79,G47,210.51
N80-N82,G47,1570.78
O84,G47,5313.51
P85,G47,2107.05
Q86,G47,11142.93
Q87_Q88,G47,1811.04
R90-R92,G47,799.04
R93,G47,835.63
S94,G47,496.03
S95,G47,349.01
S96,G47,504.7
T,G47,1249.04
U,G47,0
P3,G47,531733.78
P51,G47,30551.93
A01,H49,3521.70
A02,H49,376.99
A03,H49,120.84
B,H49,4132
C10-C12,H49,23755.30
C13-C15,H49,3901.23
C16,H49,4126.75
C17,H49,6123.50
C18,H49,1404.99
C19,H49,6201.05
C20,H49,11215.79
C21,H49,1461.87
C22,H49,4711.27
C23,H49,9278.94
C24,H49,8346.85
C25,H49,5448.90
C26,H49,2407.06
C27,H49,3411.94
C28,H49,5569.05
C29,H49,7404.71
C30,H49,1324.99
C31_C32,H49,3556.55
C33,H49,2186.11
D35,H49,12944.47
E36,H49,305.72
E37-E39,H49,3618.30
F,H49,16332.61
G45,H49,6804.35
G46,H49,54164.11
G47,H49,14262.49
H49,H49,40231.21
H50,H49,1112.50
H51,H49,983.96
H52,H49,34492.55
H53,H49,1793.03
I,H49,5157.61
J58,H49,2419.84
J59_J60,H49,933.58
J61,H49,1336.25
J62_J63,H49,1909.67
K64,H49,1511.87
K65,H49,825.54
K66,H49,483.55
L68B,H49,3749.31
L68A,H49,347.52
M69_M70,H49,3055.30
M71,H49,1502.15
M72,H49,1336.69
M73,H49,1574.43
M74_M75,H49,872.73
N77,H49,2943.61
N78,H49,486.03
N79,H49,1878.17
N80-N82,H49,2447.58
O84,H49,9434.92
P85,H49,8321.27
Q86,H49,4640.86
Q87_Q88,H49,2258
R90-R92,H49,763.89
R93,H49,780.13
S94,H49,1405.91
S95,H49,416.86
S96,H49,518.33
T,H49,408.37
U,H49,0
P3,H49,162558.91
P51,H49,6162.37
A01,H50,196.43
A02,H50,23.96
A03,H50,108.96
B,H50,1320.14
C10-C12,H50,1494.82
C13-C15,H50,280.17
C16,H50,535.07
C17,H50,610.49
C18,H50,470.6
C19,H50,2615.44
C20,H50,2023.61
C21,H50,231.47
C22,H50,300.43
C23,H50,703.22
C24,H50,1648.77
C25,H50,711.04
C26,H50,334.23
C27,H50,351.35
C28,H50,889.92
C29,H50,609.89
C30,H50,147.93
C31_C32,H50,260.34
C33,H50,268.46
D35,H50,727.05
E36,H50,21.59
E37-E39,H50,393.91
F,H50,1167.74
G45,H50,1211.68
G46,H50,11388.12
G47,H50,2333.37
H49,H50,4348.71
H50,H50,38227.65
H51,H50,200.2
H52,H50,6619.30
H53,H50,554.6
I,H50,512.66
J58,H50,602.38
J59_J60,H50,98.16
J61,H50,543.4
J62_J63,H50,358.6
K64,H50,160.43
K65,H50,471.55
K66,H50,114.45
L68B,H50,731.04
L68A,H50,22.43
M69_M70,H50,378.98
M71,H50,400.76
M72,H50,145.26
M73,H50,220.14
M74_M75,H50,142.94
N77,H50,579.48
N78,H50,194.65
N79,H50,1845.28
N80-N82,H50,371.92
O84,H50,822.7
P85,H50,498.16
Q86,H50,282.05
Q87_Q88,H50,484.47
R90-R92,H50,126.66
R93,H50,86.74
S94,H50,131.94
S95,H50,40.75
S96,H50,47.14
T,H50,1.48
U,H50,0
P3,H50,31551.48
P51,H50,1717.94
A01,H51,96.74
A02,H51,22.75
A03,H51,9.47
B,H51,306.35
C10-C12,H51,874.95
C13-C15,H51,173.07
C16,H51,90.05
C17,H51,192.15
C18,H51,97.85
C19,H51,236.89
C20,H51,704.94
C21,H51,237.48
C22,H51,261.09
C23,H51,329.64
C24,H51,454.1
C25,H51,377.55
C26,H51,349.02
C27,H51,274.29
C28,H51,563.13
C29,H51,518.97
C30,H51,282.79
C31_C32,H51,173.98
C33,H51,311.8
D35,H51,1257.27
E36,H51,22.37
E37-E39,H51,257.78
F,H51,1000.95
G45,H51,508.4
G46,H51,2555.28
G47,H51,1039.70
H49,H51,1285.20
H50,H51,213.41
H51,H51,5642.12
H52,H51,2370.62
H53,H51,995.4
I,H51,544.37
J58,H51,371.63
J59_J60,H51,304.83
J61,H51,370.79
J62_J63,H51,752.53
K64,H51,2745.33
K65,H51,944.87
K66,H51,667.53
L68B,H51,713.07
L68A,H51,245.23
M69_M70,H51,1491.78
M71,H51,601.28
M72,H51,475.49
M73,H51,459.07
M74_M75,H51,328.12
N77,H51,717.36
N78,H51,331.46
N79,H51,6441.48
N80-N82,H51,872.69
O84,H51,2595.16
P85,H51,366.08
Q86,H51,527.07
Q87_Q88,H51,333.81
R90-R92,H51,376.03
R93,H51,252.06
S94,H51,531.02
S95,H51,61.74
S96,H51,123.04
T,H51,3.62
U,H51,0
P3,H51,54316.48
P51,H51,200.45
A01,H52,820.34
A02,H52,124.54
A03,H52,289.78
B,H52,1451.92
C10-C12,H52,11192.47
C13-C15,H52,1763.85
C16,H52,1616.80
C17,H52,2863.67
C18,H52,585.95
C19,H52,2791.48
C20,H52,4785.54
C21,H52,964.03
C22,H52,1874.63
C23,H52,2463.35
C24,H52,2888.86
C25,H52,2599.57
C26,H52,1503.09
C27,H52,1801.67
C28,H52,3583.87
C29,H52,4628.33
C30,H52,981.26
C31_C32,H52,1217.38
C33,H52,1564.25
D35,H52,1888.28
E36,H52,216.04
E37-E39,H52,1350.03
F,H52,5971.51
G45,H52,5951.24
G46,H52,57252.21
G47,H52,10158.25
H49,H52,56527.52
H50,H52,59634.10
H51,H52,17975.99
H52,H52,71725.67
H53,H52,2576.51
I,H52,2957.30
J58,H52,1382.08
J59_J60,H52,525.54
J61,H52,3684.66
J62_J63,H52,2442.71
K64,H52,1463.59
K65,H52,660.6
K66,H52,431.42
L68B,H52,4754.11
L68A,H52,739.6
M69_M70,H52,3558.35
M71,H52,1692.38
M72,H52,752.58
M73,H52,1102.19
M74_M75,H52,742.3
N77,H52,3869.26
N78,H52,759.99
N79,H52,1688.37
N80-N82,H52,3052.83
O84,H52,3226.05
P85,H52,616
Q86,H52,576.64
Q87_Q88,H52,214.48
R90-R92,H52,574.13
R93,H52,382.12
S94,H52,254.15
S95,H52,290.88
S96,H52,365.89
T,H52,7.75
U,H52,0
P3,H52,48006.12
P51,H52,477.35
A01,H53,218.72
A02,H53,18.48
A03,H53,4.64
B,H53,114.84
C10-C12,H53,1070.67
C13-C15,H53,231.79
C16,H53,106.29
C17,H53,166.75
C18,H53,276.05
C19,H53,149.41
C20,H53,853.68
C21,H53,375.5
C22,H53,230.45
C23,H53,243.39
C24,H53,199.76
C25,H53,437.78
C26,H53,374.29
C27,H53,346.82
C28,H53,654.58
C29,H53,415.56
C30,H53,120.99
C31_C32,H53,227.45
C33,H53,246.48
D35,H53,1118.30
E36,H53,119.99
E37-E39,H53,379.35
F,H53,1524.99
G45,H53,1052.11
G46,H53,5460.14
G47,H53,6621.37
H49,H53,1081.75
H50,H53,186.32
H51,H53,639.91
H52,H53,933.4
H53,H53,5372.88
I,H53,1507.57
J58,H53,996.95
J59_J60,H53,550.83
J61,H53,4483.85
J62_J63,H53,1520.21
K64,H53,5811.70
K65,H53,2447.60
K66,H53,2503.58
L68B,H53,1670.21
L68A,H53,614.85
M69_M70,H53,2933.46
M71,H53,1193.03
M72,H53,501.87
M73,H53,680.48
M74_M75,H53,473.36
N77,H53,936.2
N78,H53,921.31
N79,H53,337.45
N80-N82,H53,1616.79
O84,H53,6633.94
P85,H53,838.74
Q86,H53,1368.08
Q87_Q88,H53,738.43
R90-R92,H53,437.66
R93,H53,335.53
S94,H53,614.34
S95,H53,97.09
S96,H53,193.13
T,H53,6.76
U,H53,0
P3,H53,8995.55
P51,H53,14.05
A01,I,234.1
A02,I,45.29
A03,I,10.42
B,I,371.48
C10-C12,I,1887.19
C13-C15,I,580.84
C16,I,246.75
C17,I,204.51
C18,I,206.65
C19,I,295.13
C20,I,1182.58
C21,I,403.78
C22,I,558.03
C23,I,459.41
C24,I,512.07
C25,I,1293.73
C26,I,1101.48
C27,I,744.31
C28,I,1734.63
C29,I,816.07
C30,I,388.57
C31_C32,I,485.33
C33,I,708.75
D35,I,1727.53
E36,I,99.26
E37-E39,I,541.47
F,I,4845.04
G45,I,1539.83
G46,I,8984.43
G47,I,5739.82
H49,I,3770.80
H50,I,790.65
H51,I,1912.48
H52,I,1844.43
H53,I,176.72
I,I,4930.91
J58,I,612.06
J59_J60,I,1106.38
J61,I,2066.33
J62_J63,I,2296.03
K64,I,3169.27
K65,I,1435.98
K66,I,1493.30
L68B,I,2163.98
L68A,I,875.48
M69_M70,I,4027.16
M71,I,2014.19
M72,I,826.58
M73,I,1126.94
M74_M75,I,843.85
N77,I,1198.88
N78,I,718.09
N79,I,7550.71
N80-N82,I,2788.71
O84,I,5645.32
P85,I,3261.50
Q86,I,5284.17
Q87_Q88,I,6519.30
R90-R92,I,1552.99
R93,I,1323.47
S94,I,1813.57
S95,I,165.14
S96,I,490.82
T,I,14.45
U,I,0
P3,I,538608.02
P51,I,26.1
A01,J58,215.14
A02,J58,31.55
A03,J58,3.67
B,J58,99.54
C10-C12,J58,1264.40
C13-C15,J58,256.59
C16,J58,111.48
C17,J58,461.9
C18,J58,1510.44
C19,J58,388.72
C20,J58,890.57
C21,J58,542.24
C22,J58,291.38
C23,J58,316.01
C24,J58,431.61
C25,J58,498.23
C26,J58,622.38
C27,J58,348.2
C28,J58,607.38
C29,J58,695.69
C30,J58,227.51
C31_C32,J58,299.44
C33,J58,273.49
D35,J58,893.9
E36,J58,92.95
E37-E39,J58,597.45
F,J58,1139.41
G45,J58,908.41
G46,J58,4081.76
G47,J58,2506.03
H49,J58,710.72
H50,J58,187.1
H51,J58,180.46
H52,J58,854.92
H53,J58,221.21
I,J58,1278.20
J58,J58,6551.88
J59_J60,J58,971.67
J61,J58,1949.09
J62_J63,J58,3663.69
K64,J58,4477
K65,J58,1356.04
K66,J58,1616.32
L68B,J58,1190.44
L68A,J58,421.7
M69_M70,J58,3981.74
M71,J58,2136.46
M72,J58,1502.88
M73,J58,5520
M74_M75,J58,810.12
N77,J58,825.5
N78,J58,533.12
N79,J58,313.77
N80-N82,J58,2270.54
O84,J58,5242.92
P85,J58,5582.79
Q86,J58,1646.81
Q87_Q88,J58,1214.59
R90-R92,J58,2193.43
R93,J58,743.9
S94,J58,1345.70
S95,J58,116.51
S96,J58,156.49
T,J58,9.81
U,J58,0
P3,J58,60539.62
P51,J58,17818.77
A01,J59_J60,28.99
A02,J59_J60,7.41
A03,J59_J60,5.68
B,J59_J60,54.53
C10-C12,J59_J60,996.89
C13-C15,J59_J60,218.65
C16,J59_J60,61.07
C17,J59_J60,124.2
C18,J59_J60,839.41
C19,J59_J60,141.11
C20,J59_J60,401.84
C21,J59_J60,268.05
C22,J59_J60,152.34
C23,J59_J60,100.57
C24,J59_J60,92.86
C25,J59_J60,176.65
C26,J59_J60,198.98
C27,J59_J60,134.8
C28,J59_J60,177.04
C29,J59_J60,177.44
C30,J59_J60,161.56
C31_C32,J59_J60,129.07
C33,J59_J60,138.91
D35,J59_J60,337.13
E36,J59_J60,67.65
E37-E39,J59_J60,148.7
F,J59_J60,808.11
G45,J59_J60,444.4
G46,J59_J60,2261.35
G47,J59_J60,1689.45
